,Movie Name,Release Year,Rating,Description,Genre
157,Last Night in Soho,2021,7.0,"An aspiring fashion designer is mysteriously able to enter the 1960s, where she encounters a dazzling wannabe singer. But the glamour is not all it appears to be and the dreams of the past start to crack and splinter into something darker.","['Drama', ' Horror', ' Mystery']"
158,Eternal Sunshine of the Spotless Mind,2004,8.3,"When their relationship turns sour, a couple undergoes a medical procedure to have each other erased from their memories for ever.","['Drama', ' Romance', ' Sci-Fi']"
159,"Argentina, 1985",2022,7.6,A team of lawyers takes on the heads of Argentina's bloody military dictatorship during the 1980s in a battle against odds and a race against time.,"['Biography', ' Crime', ' Drama']"
160,The Bad Guys,2022,6.8,"To avoid prison, a gang of notorious animal criminals pretend to seek being rehabilitated, only for their leader to secretly find that he genuinely wants to change his ways.","['Animation', ' Adventure', ' Comedy']"
161,1917,2019,8.2,"April 6th, 1917. As an infantry battalion assembles to wage war deep in enemy territory, two soldiers are assigned to race against time and deliver a message that will stop 1,600 men from walking straight into a deadly trap.","['Action', ' Drama', ' War']"
162,Mad Max: Fury Road,2015,8.1,"In a post-apocalyptic wasteland, a woman rebels against a tyrannical ruler in search for her homeland with the aid of a group of female prisoners, a psychotic worshiper, and a drifter named Max.","['Action', ' Adventure', ' Sci-Fi']"
163,The School for Good and Evil,2022,5.8,Best friends Sophie and Agatha find themselves on opposing sides of an epic battle when they're swept away into an enchanted school where aspiring heroes and villains are trained to protect the balance between Good and Evil.,"['Action', ' Comedy', ' Drama']"
164,Gone Girl,2014,8.1,"With his wife's disappearance having become the focus of an intense media circus, a man sees the spotlight turned on him when it's suspected that he may not be innocent.","['Drama', ' Mystery', ' Thriller']"
165,The Stranger,2022,6.6,"Two men who meet on a bus strike up a conversation that turns into friendship. For Henry Teague, worn down by a lifetime of physical labour and crime, this is a dream come true.","['Crime', ' Drama', ' Thriller']"
166,Eternals,2021,6.3,"The saga of the Eternals, a race of immortal beings who lived on Earth and shaped its history and civilizations.","['Action', ' Adventure', ' Fantasy']"
167,Doctor Strange in the Multiverse of Madness,2022,6.9,"Doctor Strange teams up with a mysterious teenage girl from his dreams who can travel across multiverses, to battle multiple threats, including other-universe versions of himself, which threaten to wipe out millions across the multiverse. They seek help from Wanda the Scarlet Witch, Wong and others.","['Action', ' Adventure', ' Fantasy']"
168,Hacksaw Ridge,2016,8.1,"World War II American Army Medic Desmond T. Doss, who served during the Battle of Okinawa, refuses to kill people and becomes the first man in American history to receive the Medal of Honor without firing a shot.","['Biography', ' Drama', ' History']"
169,Girl in the Basement,2021,6.3,"Sarah is a teen girl who is looking forward to her 18th birthday to move away from her controlling father Don. But before she could even blow out the candles, Don imprisons her in the basement of their home.","['Crime', ' Thriller']"
170,Last Seen Alive,2022,5.6,Will's soon-to-be ex-wife mysteriously vanishes at a gas station. He delves into the town's criminal underbelly while running from the authorities in a race against time to find her.,"['Action', ' Drama', ' Mystery']"
171,Prey,2022,7.2,"Naru, a skilled warrior of the Comanche Nation, fights to protect her tribe against one of the first highly-evolved Predators to land on Earth.","['Action', ' Adventure', ' Drama']"
172,CODA,2021,8.0,"As a CODA (Child of Deaf Adults) Ruby is the only hearing person in her deaf family. When the family's fishing business is threatened, Ruby finds herself torn between pursuing her passion at Berklee College of Music and her fear of abandoning her parents.","['Comedy', ' Drama', ' Music']"
173,Weird: The Al Yankovic Story,2022,7.0,"Explores every facet of Yankovic's life, from his meteoric rise to fame with early hits like 'Eat It' and 'Like a Surgeon' to his torrid celebrity love affairs and famously depraved lifestyle.","['Biography', ' Comedy', ' Music']"
174,Mean Girls,2004,7.1,"Cady Heron is a hit with The Plastics, the A-list girl clique at her new school, until she makes the mistake of falling for Aaron Samuels, the ex-boyfriend of alpha Plastic Regina George.",['Comedy']
175,The Little Things,2021,6.3,"Kern County Deputy Sheriff Joe Deacon is sent to Los Angeles for what should have been a quick evidence-gathering assignment. Instead, he becomes embroiled in the search for a serial killer who is terrorizing the city.","['Crime', ' Drama', ' Mystery']"
176,Jojo Rabbit,2019,7.9,A young German boy in the Hitler Youth whose hero and imaginary friend is the country's dictator is shocked to discover that his mother is hiding a Jewish girl in their home.,"['Comedy', ' Drama', ' War']"
177,Possessor,2020,6.5,An agent works for a secretive organization that uses brain-implant technology to inhabit other people's bodies - ultimately driving them to commit assassinations for high-paying clients.,"['Horror', ' Mystery', ' Sci-Fi']"
178,A Serbian Film,2010,5.0,"An aging porn star agrees to participate in an ""art film"" in order to make a clean break from the business, only to discover that he has been drafted into making a pedophilia and necrophilia themed snuff film.","['Horror', ' Mystery', ' Thriller']"
179,Birdman or (The Unexpected Virtue of Ignorance),2014,7.7,"A washed-up superhero actor attempts to revive his fading career by writing, directing, and starring in a Broadway production.","['Comedy', ' Drama']"
180,Ford v Ferrari,2019,8.1,American car designer Carroll Shelby and driver Ken Miles battle corporate interference and the laws of physics to build a revolutionary race car for Ford in order to defeat Ferrari at the 24 Hours of Le Mans in 1966.,"['Action', ' Biography', ' Drama']"
181,Father Stu,2022,6.5,"Follows the life of Father Stuart Long, a boxer-turned-priest who inspired countless people during his journey from self-destruction to redemption.","['Biography', ' Drama']"
182,Licorice Pizza,2021,7.2,"The story of Alana Kane and Gary Valentine growing up, running around and going through the treacherous navigation of first love in the San Fernando Valley, 1973.","['Comedy', ' Drama', ' Romance']"
183,The Visit,2015,6.2,Two siblings become increasingly frightened by their grandparents' disturbing behavior while visiting them on vacation.,"['Horror', ' Mystery', ' Thriller']"
184,Pride & Prejudice,2005,7.8,"Sparks fly when spirited Elizabeth Bennet meets single, rich, and proud Mr. Darcy. But Mr. Darcy reluctantly finds himself falling in love with a woman beneath his class. Can each overcome their own pride and prejudice?","['Drama', ' Romance']"
185,Till,2022,7.2,"In 1955, after Emmett Till is murdered in a brutal lynching, his mother vows to expose the racism behind the attack while working to have those involved brought to justice.","['Biography', ' Drama', ' History']"
186,The Sea Beast,2022,7.1,"When a young girl stows away on the ship of a legendary sea monster hunter, they launch an epic journey into uncharted waters - and make history to boot.","['Animation', ' Adventure', ' Comedy']"
187,Pitch Perfect,2012,7.1,"Beca, a freshman at Barden University, is cajoled into joining The Bellas, her school's all-girls singing group. Injecting some much needed energy into their repertoire, The Bellas take on their male rivals in a campus competition.","['Comedy', ' Music', ' Romance']"
188,The King's Man,2021,6.3,"In the early years of the 20th century, the Kingsman agency is formed to stand against a cabal plotting a war to wipe out millions.","['Action', ' Adventure', ' Thriller']"
189,Whitney Houston: I Wanna Dance with Somebody,2022,6.8,"A joyous, emotional, heartbreaking celebration of the life and music of Whitney Houston, one of the greatest female R&B pop vocalists of all time, tracking her journey from obscurity to musical superstardom.","['Biography', ' Drama', ' Music']"
190,The Killing of a Sacred Deer,2017,7.0,"Steven, a charismatic surgeon, is forced to make an unthinkable sacrifice after his life starts to fall apart, when the behavior of a teenage boy he has taken under his wing turns sinister.","['Drama', ' Horror', ' Mystery']"
191,"Good Luck to You, Leo Grande",2022,7.2,"Nancy Stokes, a retired school teacher, is yearning for some adventure, and some sex. And she has a plan, which involves hiring a young sex worker named Leo Grande.","['Comedy', ' Drama']"
192,The Man from U.N.C.L.E.,2015,7.2,"In the early 1960s, CIA agent Napoleon Solo and KGB operative Illya Kuryakin participate in a joint mission against a mysterious criminal organization, which is working to proliferate nuclear weapons.","['Action', ' Adventure', ' Comedy']"
193,Sicario,2015,7.6,An idealistic FBI agent is enlisted by a government task force to aid in the escalating war against drugs at the border area between the U.S. and Mexico.,"['Action', ' Crime', ' Drama']"
194,Crazy Rich Asians,2018,6.9,"This contemporary romantic comedy, based on a global bestseller, follows native New Yorker Rachel Chu to Singapore to meet her boyfriend's family.","['Comedy', ' Drama', ' Romance']"
195,The Lord of the Rings: The Return of the King,2003,9.0,Gandalf and Aragorn lead the World of Men against Sauron's army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.,"['Action', ' Adventure', ' Drama']"
196,Luckiest Girl Alive,2022,6.4,"A woman in New York, who seems to have things under control, is faced with a trauma that makes her life unravel.","['Drama', ' Mystery', ' Thriller']"
197,John Wick: Chapter 3 - Parabellum,2019,7.4,"John Wick is on the run after killing a member of the international assassins' guild, and with a $14 million price tag on his head, he is the target of hit men and women everywhere.","['Action', ' Crime', ' Thriller']"
198,Rogue One: A Star Wars Story,2016,7.8,"In a time of conflict, a group of unlikely heroes band together on a mission to steal the plans to the Death Star, the Empire's ultimate weapon of destruction.","['Action', ' Adventure', ' Sci-Fi']"
